Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75070,1,,,7,,2,1,,,8,6,,4,10,1,1,4,3,,2,20,,35,16,,,,3,2,8,,1,12,4,,,,,11,,,1,,,1,6,,,2,,,,,1,,1,1,1,,,,,,,,,,18,3,,4,1,6,,,,214,69,27,97,,3,11,1,4,,4,,,,3,4,7,,,652
75071,,,,7,,,1,,,4,3,,3,6,4,,4,1,,,6,1,23,12,,,,4,1,6,,,10,8,,,,,13,1,,,,,1,1,,1,1,,2,1,,3,,1,3,1,1,1,,,,1,1,3,,13,,,5,2,2,1,,,183,44,18,75,,,7,,,2,7,,1,,1,,6,,,507
75072,,,,5,,,,,,4,2,,2,9,3,1,3,,,1,5,,8,10,,,,3,,4,,,6,2,,,,,3,,,1,,1,2,5,,1,,,1,,,,,,,,,,,,,2,1,,,11,,,1,3,3,,,,138,28,6,53,,1,7,,3,,1,,,,1,,6,,,347
75074,,,,3,,,,,,3,,,,2,1,,3,,1,,7,1,20,1,,,,3,,6,,1,5,3,,,,,4,,,,,,1,5,,,,1,,2,,1,,,1,,,,,,,,1,4,,22,1,,,1,2,,,,96,33,16,33,,2,6,,2,2,3,,,,,2,1,,,302
75075,,,,2,,,,,,2,1,,3,3,1,1,5,1,1,,10,1,15,7,,,,3,,2,,,8,3,,,,,5,,1,,,,,1,,,,,,1,,1,,,1,,,,,,,,1,2,,24,,,2,,,,,,86,25,9,26,,2,9,,,4,1,,,,,,1,,,271
75076,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,4,6,1,5,,,,,,,1,,,,,,,,,28
75077,1,,,1,,,3,,,1,,,4,3,,,6,,,1,7,1,11,7,,,1,4,,,,,8,5,,,,,1,,,,,,3,4,,,,,,,,1,,,1,,,1,,,,,,2,,10,,,,,1,,,,83,35,21,35,,,7,,,,,,,,,3,2,,,274
75078,,,,9,,,3,,,4,7,,3,3,1,1,5,,1,,11,,15,15,,,,2,,2,,1,8,5,,,1,,5,,,,,,1,6,,1,,,,1,,,,,1,1,,,,,,,,1,,11,1,,2,2,5,,,,153,71,45,82,1,5,3,,,1,10,2,,,1,3,10,,,522
75080,,,,1,,1,2,,,1,,,1,6,1,1,2,,1,,12,1,23,12,,,,2,,6,,2,5,1,,,,,4,,,,,,,4,,2,1,,,1,,,,1,,,1,,,,,2,,1,,23,1,,2,,4,1,,,86,17,14,33,1,2,6,1,2,1,2,1,1,,1,4,4,,,305
75081,,,,1,,,1,,,4,,,1,2,1,,1,,1,,4,1,17,3,,,,1,,2,,,7,2,,,,,2,,,,,,,2,,1,,,,,,,,1,,,,,,,,1,1,1,,19,,,,1,1,,,,41,17,2,19,,,6,,1,,,,,,,1,,,,166
75082,,1,,2,1,,1,,,1,4,,5,4,,6,3,,,,5,,15,6,,,,2,1,6,,,5,3,,,,,4,,,,,,3,1,,,1,,,1,,,,,1,,,3,,,,,,2,,14,,,3,,,,,,113,36,13,51,,1,10,,1,,2,,,,1,1,4,,,337
75083,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75084,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75087,,,,3,,,1,,,1,1,,1,1,,1,4,,1,1,12,,16,8,,,,1,,2,,,4,5,,,2,,2,,,,,,2,11,,1,1,,,,,2,,,,1,,,,,,1,,,,7,,,1,,,,,,63,22,6,19,,2,11,,1,,,,,,,2,1,,,221
75088,,,,1,,,2,,,2,,,2,,,,1,,1,,2,1,5,3,,,,1,,1,,,4,2,,,,,2,1,,,,,,1,,,,,1,,,1,,,1,,,,,,,,,,,6,,,1,,,,,,28,17,6,15,,1,4,,1,,1,,,,,,1,,,116
75089,1,,,,,,,,,,2,,1,1,,1,2,,,,8,,11,8,,,,1,,1,,,5,1,,,,,,,,,,,,2,,,,,1,,,,,,1,,,,,,,1,,,,3,,,,,,,,,38,10,3,20,,2,2,,2,,3,1,,,1,,,,,133
75090,,,,,,,,,,1,1,,,,,,,,,,1,,6,,,,,1,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,3,1,,,1,1,,1,,1,,,,,,,,,29
75092,,,,,,,,,,1,1,,,,1,,,,,,4,,3,,,,,,,,,,3,2,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,20,5,1,6,,,4,,1,,1,,,,,,1,,,62
75093,1,3,,3,,1,2,,,2,12,1,4,6,7,5,9,,,,13,,18,14,,,,2,,2,,,11,3,,,,,3,,,,,,,6,1,,,,,,1,1,,,1,,2,1,,,,,,2,,14,1,,12,8,12,2,,,208,123,57,80,2,,10,1,2,,3,,,,5,2,6,,,685
75094,,,,3,,2,,,,2,5,,1,3,,,7,,,,6,1,10,3,,,,3,,2,,,1,2,,,,,6,,,,,,1,,,,,,,,,1,,1,,1,,,,,1,,,,,8,,,1,1,2,,,,92,26,17,39,,1,5,,1,,2,,1,,,1,1,,,260
75098,,,,4,,1,,,,,1,1,3,6,1,,2,,,,9,3,21,8,,,,1,1,1,1,,13,4,,,2,,4,,1,,,1,,6,,1,,,,,,,,,,,,1,,,1,,1,1,,18,,,2,1,1,1,,,93,25,6,38,,1,10,,2,,4,,,,1,,,,,303
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,1,,,,,,,,,,1,2,,2,1,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,1,,,,,,,,,,,,,19
75104,1,,,1,,1,,,,3,2,,3,1,3,1,1,1,2,,4,1,10,1,,,,4,,6,,,5,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,1,,3,2,3,2,,,38,31,12,13,1,,5,,,,,,,,,,1,,,172
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,2,,,,,,,,1,,,,,15
75110,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,3,2,1,,,,1,,,,,,,,,,,,,14
75114,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75115,,,,2,,,1,,,2,1,,1,2,1,,3,,,,3,,12,3,,,,1,1,,,,5,1,,,,,1,,,,,,1,2,,,,,,1,,,,1,2,1,,,,,,,,1,,2,,,1,1,,,,,24,18,3,10,,,1,,,,2,,,,,,1,,,112
75116,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,9
75117,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
75119,,,,,,,1,,,,1,,,,,,,,,,1,,3,1,,,,1,,,,,2,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,1,4,1,,,1,,,,,,,,,,,,,32
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,8
75126,,,,1,,1,,,,4,1,,2,6,,,3,,1,1,12,,19,3,,,,2,,1,,,11,5,,,,,2,1,,,,,,6,1,1,1,,,,,1,,,1,,,1,,,,,,,,11,,,1,,1,1,,,65,23,4,21,,1,7,,,,1,,,,,,3,,,227
75132,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,4,2,1,,1,,,,,,,,,,,,,,20
75135,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,16
75137,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,1,,,,,10,5,3,2,,,2,,,,,,,,,,1,,,38
75140,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,6
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75142,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,1,,,3,,,,,,,,,,,,,17
75143,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,1,,,2,,,,1,,,,,,,,,19
75144,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,6
75146,,,,,,,,,,,1,,,2,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,9,6,,,,,1,,,,,,,,,,,,,27
75147,,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,1,,2,,6,,7,,,,,2,,1,,,4,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,3,,,,,,1,,,9,3,2,4,,,,,,,1,,,,,,,,,54
75150,,,,1,,1,,,,,2,,1,3,1,,,,1,,2,,5,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,11,4,,5,,,2,,,1,,,,,,,,,,54
75152,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,10
75154,,,,,,,,,,1,2,,1,,3,,,,2,,1,,9,1,,,,,1,3,,,5,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,5,,,1,,,1,,,26,11,1,7,,,5,,,,,,1,,,,1,,,93
75155,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
75156,,,,1,,,,,,,,,,,,,,,,,1,,4,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,2,5,1,1,,,,1,1,,,,,,,1,,,,24
75158,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
75159,,,,1,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,11,1,,1,,,,,,,1,,,,,,,,,21
75160,,,,,,,,,,,,,,,1,,,,,,5,,5,,,,,,,,,,1,,,,,,,,1,,,,2,1,1,,,,,,,1,,1,,,1,,,,,,,1,,1,,,,,,,,,2,2,1,,,,1,,,,,,,,,,,,,28
75161,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4
75163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75165,,,,1,,,1,,,2,,,,1,1,,1,,2,,8,,7,2,,,,1,,2,,,3,1,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,1,,5,,,1,,,,,,30,12,4,14,,1,2,,,1,1,,,,,,,,,111
75166,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,7,3,1,1,,,1,,,,,,,,,,1,,,25
75167,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,2,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,19,5,,3,,,2,,1,1,,,,,,,1,,,45
75169,,,,,,,,,,,,,,,,,,,1,,2,,2,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,,1,,,,,1,,,,,,,,,,,16
75172,,,,,,,,,,1,,,2,3,,,1,,,,,1,12,,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,8,7,1,3,,,1,,,,,,,,,,,,,51
75173,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,14
75180,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,12
75181,,,,,,,,,,1,1,,,1,,,,1,,,1,1,5,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,1,3,,,1,,1,,,,,,,,1,,,40
75182,,,,,,1,,,,,3,,,,,,,,,,2,,4,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,1,1,,,,,26,11,4,10,,,,,,,,,1,,,,,,,70
75189,,,,,,,,,,,,,,,1,,,,1,,6,1,8,3,,,,2,,1,,,4,2,,,,,1,,,,,,,2,,,,,,,,1,,,2,,,,,,,,,,,2,,,,1,1,,,,34,9,4,13,,,3,,,,,,,,1,,,,,103
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75201,3,1,,3,1,1,3,,,5,10,,2,5,5,1,2,,1,,5,,5,10,,,,4,1,1,,,2,2,,,1,,,1,,,,,,54,,,,,,1,,1,,,,,,,,,1,,,,,12,2,,6,2,7,2,,,97,67,19,27,,1,5,,1,,1,,,,1,3,1,,,386
75202,,,,1,,1,,,,,2,,1,,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,4,1,1,,,,26,13,2,3,,,,,,1,,,,,,1,,,,64
75203,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,6,1,1,6,,,,,,,,,,,,,,,,20
75204,,1,,5,,1,4,,,4,3,,3,6,3,1,5,,1,,4,,10,2,,,,1,2,2,,,6,3,,,,,4,,1,,,1,,6,,1,1,1,,2,1,,,,,,,,,,1,,,,,8,2,,4,2,4,1,,,154,57,21,62,,1,9,,4,,4,1,,,,6,3,,,429
75205,,,,7,1,,5,,,1,6,1,1,2,2,2,11,,2,,4,,6,2,,,,1,,1,,,2,3,,,3,,1,,,1,,,2,4,,1,1,,,1,2,1,1,1,,1,,1,,,,,,2,,5,,,12,6,27,1,,,99,120,47,42,1,,2,,1,,2,,,,2,3,3,,,456
75206,,1,,8,1,2,2,,,3,4,,3,3,1,4,4,,,,4,,7,4,,,,2,,4,,,2,1,,,1,,2,,,,,,,6,,1,,2,,,,,,,,2,,,,,1,,,,,8,1,,5,3,4,1,,,165,49,16,64,,3,4,,,1,2,,1,,,1,4,,,407
75207,1,,,1,,,1,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,11,9,1,1,,,,,,,,,,,,,,,,36
75208,,1,,2,,1,1,,,1,3,,6,5,2,2,7,,,1,6,,7,3,,,,2,,3,,,1,2,,,,,2,,1,,,,,2,,1,1,,,,,,,,,,,,,,1,3,,,,8,1,,1,,4,1,,,62,23,5,26,,2,6,,1,,1,,,,1,1,3,,,213
75209,1,,,6,1,2,1,,,1,4,1,3,4,1,1,5,,,,2,,4,1,,,1,,,,,,1,2,,,1,,,,,,,,2,1,,,1,,,,,1,,,,2,,,,,1,1,,,,2,,1,7,4,6,1,,,53,48,25,32,,1,,,,,1,,,,1,3,3,,,240
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,4
75211,,,,1,,,1,,,1,,,,,1,,,,,,,1,5,,,,,2,,,,,2,,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,13,7,5,6,,,1,,,,2,,,,1,,,,,56
75212,,,,,,,,,,1,1,,,,3,,2,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,18,1,,7,,,,,,,1,,,,2,,,,,44
75213,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75214,2,,,8,2,4,1,,,1,7,,7,9,1,2,9,,,,9,,12,7,,,,7,,5,,,6,7,,,,1,6,,,,,,3,2,,2,1,,1,,1,1,,2,,,,,,,,,,1,,13,,,2,5,4,1,1,,131,81,27,53,,1,6,1,5,2,4,2,,,2,5,9,,,482
75215,,,,,,,,,,,2,,,1,4,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,14,1,1,4,,1,,,,,,,,,,,,,,36
75216,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,3,,3,,,,,,,,,,1,,,,,,,23
75217,,,,1,,,,,,,,,,,,,,1,,,2,,2,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,2,,3,,,,,,1,,,6,,1,1,,,,,,,,,,,,,,,,26
75218,3,,,3,,1,2,,,,1,,2,5,,,4,,1,2,7,1,10,3,,,,2,,,,,4,3,,,,,2,,,1,,,,2,,2,2,,1,1,,1,,,,,,,,,,1,,1,,6,2,,4,,3,1,,,62,28,5,24,,1,9,,2,1,3,,,,1,1,5,,,226
75219,3,,,8,,4,4,,,4,3,1,7,9,3,1,4,1,1,1,6,,7,1,,,,3,,1,,1,6,4,,,,1,1,,,,,,,2,,1,,,,,,,,,,,,,,,1,1,,1,,4,,,8,2,6,,,1,135,63,13,51,1,,3,,2,1,4,,,,4,,1,,,390
75220,1,1,,2,1,2,2,,1,,1,,,1,,1,3,,,,6,,4,2,,,1,,,1,,,1,2,,,,,2,,,,,,,2,,,,,,,,,,,,1,,1,,,1,,,1,,3,,,4,3,10,,,,37,51,24,19,,1,3,1,,,,,1,,,1,1,,,200
75223,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,,,10,1,2,5,,,,,,,,,,,,,,,,30
75224,,,,1,,,,,,,,,1,,,,,,,,2,,3,1,,,,,,,,,1,1,,,,,,,,,,,,2,,2,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,9,2,,1,,,1,,,,,,,,,,,,,32
75225,,1,,6,,3,2,,,2,4,,1,2,,3,6,,,,3,,6,5,,,,,,1,1,1,,1,,,1,,,,,,,,2,2,,,,,,,1,3,,1,,,,,,,1,,,,,,1,,10,8,21,,,,75,128,55,43,1,,,,1,,2,,,,1,2,5,,,412
75226,,,,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,18,3,2,7,,,,,,,1,,,,,,,,,40
75227,,,,,,,,,,,1,,1,3,,,2,,,,1,,1,2,,,,2,,,,,6,2,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,6,,4,,1,4,,,,1,,1,,,1,,,,65
75228,,,,1,,,,,,,1,,4,3,,,1,2,1,,4,1,12,1,,,,5,,1,,1,1,1,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,13,,,,1,,,,,27,7,,11,,,4,,3,,1,,1,,2,,2,,,117
75229,1,,,8,1,1,2,,,4,2,,3,2,,5,5,,,,8,,14,5,,,,3,,,,,1,2,,,,,2,,,,,,1,3,,,,,,,,,,,,1,,,,,,,,1,,6,,1,1,3,12,,1,,79,79,34,35,,1,2,,3,,1,1,2,,2,3,2,,17,360
75230,2,,,7,1,7,3,,,5,7,,2,4,3,3,6,,,,13,1,7,5,,,1,,,2,,,2,2,,,1,,4,,,1,,,1,,,1,,,,,1,2,,,1,,1,1,,,,1,,2,,8,1,1,17,5,16,,,,109,114,52,59,,1,6,,1,,,,,,4,6,8,,,508
75231,,,,1,,,,,,,1,,3,1,,,2,,,,2,,8,3,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,6,,,4,2,1,,,,46,21,6,15,,1,,1,,,3,2,,,,,4,,,140
75232,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,1,,1,,,,,1,,,,11,1,1,1,,,1,,,,,,,,,,,,,28
75233,,,,,1,,,,,,1,,,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,,,,,,,,5,1,1,3,,,1,,,,1,,,,,,,,,24
75234,,,,2,,,1,,,1,1,,2,1,3,,3,,,,9,,8,10,,,,2,1,2,,,2,2,,,,,1,,,,,,1,1,,,1,,,,,,,2,,2,,,,,,,,,,9,,,,,1,2,,,71,24,5,33,,2,2,,1,,1,1,,,,,1,,,211
75235,,,,3,,,,,,1,1,,3,3,,,,,,,1,,7,1,,,,1,,1,,,4,1,,,,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,105,273,90,18,,,2,,1,,1,,1,,,2,,,,527
75236,1,,,,,,,,,,,,,2,,,,,,,1,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,11,4,2,1,,,,,,,,,,,,,,,,32
75237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,1,,,,,,,,,,,,,9
