Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
76103,,,,,,,,,,,,,,1,,,,1,,,,1,3,,1,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,2,,3,,,,,,,1,,,,,,,,,,28
76104,,,,,,,1,,,,3,,1,2,,,,,,,1,,1,,3,1,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,4,3,10,,,1,,,,,,,,,1,,,,,67
76105,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5
76106,,,,,,,,,,,,,,1,,,,1,,1,,,,,3,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,1,2,,,3,,,,,,,,,,,,,,22
76107,,,,,,1,2,,,2,5,,6,2,,3,,,6,1,,,8,,6,1,,,,1,,,1,,,3,1,,,,,1,1,1,,,,,,,,4,,,,,,,,,2,,,,,1,1,,1,,,,2,1,,,,7,,,1,2,3,,,,,,64,40,13,33,,1,3,,,,2,,,,,,1,1,,,235
76108,,,,1,,,,,,1,,,2,1,,1,,,2,,,,1,,8,4,,,,1,1,,,,1,6,4,,,1,,2,,,,,,,,,2,3,,,1,,,,,,2,,,,,,,,,1,,,,1,,4,,5,,,1,2,1,,1,,,,44,13,3,22,,2,6,,1,,1,,,,,,1,,,,154
76109,,,,2,,3,,,,1,1,,,1,1,1,1,1,6,,,,1,,6,4,,,,,,1,1,,,2,2,,,,,3,1,,,1,,,,,2,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,2,1,,1,1,1,1,,,,1,65,29,11,31,,1,2,,2,,1,,,,,1,,3,,,200
76110,1,,,,,,,,,1,1,,2,,,,,,1,,,,1,,2,3,,,,,,1,,,,1,2,,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,18,8,3,10,,,3,,1,,3,,,,,1,2,4,,,78
76111,,,,,,1,,,,,2,,1,,,,,,,,,,6,1,2,1,,,,,,,1,,,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,2,,3,,,,,,,,,,,12,4,5,4,,,,,,1,,,,,,,,,,,53
76112,,,,,,,,,,,3,,1,1,,,,,1,,,,3,,7,2,,,,1,,1,,,,5,2,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,1,,,,6,1,,,,,,1,,,,22,1,1,7,,,1,,,,,,,,,,,,,,73
76114,,,,,,,,,,,1,,,3,,1,,,,,,,,1,2,,,,,3,,,,,,3,,,,,,1,,,,,,,,,,,,2,,1,,1,,,,,1,,,,,,,,,,,,,,,2,,,,,2,,,,,,13,10,,6,,,1,,1,,2,,,,,,,,,,57
76115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,8
76116,1,,,2,,,,,,1,1,,2,,,1,,,4,,,,6,,12,2,,,,2,,4,,,,3,2,,1,,,,,1,,,,,,,,1,,,,,,1,,,2,,,,,1,,,,,,,,2,,2,,9,,,1,,2,,,,,,27,12,7,17,,,2,1,2,,1,,,,,1,1,1,,,138
76117,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,5,,,,,,,,,,,8,2,2,2,,,,,,,,,,,,,,,,,30
76118,,,,,,,,,,,1,,,1,,,,1,1,1,,,2,,8,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,23,4,,4,,,2,,,,1,,,,,,,,,,59
76119,,,,,,,,,,1,1,,1,,,2,,,,,,,,,3,,,,,,,1,,,,4,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,2,,,,,,,,,,1,,1,,,,,24
76120,,,,,,,,,,1,,1,,,,3,,,,,,,1,,4,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,1,,,,,,,24,4,1,9,,1,,,1,,,,,,,,,,,,64
76123,1,,,,,,,,,3,,1,,1,,1,,,4,1,,,5,,11,2,,,,1,,,,,1,1,1,,,,,2,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,1,,,5,,,,1,1,,,,,,50,11,6,17,,,2,,,,2,,,,,,,,,,136
76126,1,,,2,,1,,,,1,1,1,1,1,,,,2,2,,,,2,,3,1,,,1,,,3,1,,,3,3,,1,,,,,,,,,,2,,2,3,,,,1,,1,,,,1,,,,,,1,,,,,,1,2,2,,4,,,1,1,6,,,,,,44,25,11,34,,1,,,1,,2,,,,,,1,3,,,181
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,5,,,,,,3,3,,1,1,,,,1,3,1,,,7,,8,2,,,,2,,6,,,,4,6,,,,,2,,,,,,,,,,6,1,3,1,,,,,,1,,,,,1,1,2,,2,,,,,,1,,14,1,,1,,1,,,,,,82,13,2,40,,1,5,,1,1,,,,,,,1,1,,,238
76132,,,,1,,,,,,3,1,,1,2,,,,,8,,,,1,1,7,2,,,,,,,,,,5,3,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,1,1,,1,,8,1,,1,1,1,,,,,1,39,23,11,22,,,3,,2,1,1,,,,,1,1,1,,,160
76133,,,,,,,,,,,,,1,2,,1,,1,,,,,8,,16,4,,,,,,3,,,1,6,2,,,1,,,,2,,,,,1,,,1,1,1,3,,,1,1,,1,,,,,,,,,,,,,1,1,,,10,,,,,,,2,,,,20,8,,9,,2,4,,,1,,,,,,,,1,,,117
76134,,,,,,,,,,,,,,,,,,,,,,,2,,4,2,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,8,4,2,1,,,,,,,,,,,,,,,,,30
76135,,,,1,,,,,,1,,,1,,,,,,1,,,,3,1,3,2,,,,1,,,,,1,4,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,12,4,2,8,,2,1,,,,1,,,,,1,,,,,58
76137,1,,,1,,,,,,2,1,,,2,,1,,1,1,,1,,7,,13,6,,,,2,,3,,,1,6,4,,,,,3,,,1,,,,,,,4,1,,3,1,,,,,,,,,,1,,,,,,,,,,2,,11,1,,,1,,,1,,,,59,16,8,28,,,5,,2,,3,,,,,,,1,,,205
76140,,,,,,,,,,1,1,1,1,2,,,,,1,,1,,1,,3,2,,,,,,1,,,,4,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,1,,,,12,6,,3,,,1,,,,,,,,,,,,,,52
76148,,,,,,,,,,,,,1,1,,,,,,,,1,1,,3,1,,,,1,,4,1,,,1,2,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,,12,4,1,,,2,,,,,,,,,,,,,,,45
76155,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,8,1,,1,,,,,,,,,,,,,,,,,16
76161,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,1,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,119
76164,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,10
76177,,,,2,1,,,,,,3,,2,1,,,,,1,,,,4,,10,1,,,,2,,1,,,1,3,4,,,,,1,,1,,1,,,,,,2,,2,,,,,1,,,,,,,,,2,,,,,,,,,,2,,,,1,,,1,,,,43,12,5,13,,,1,,,,,,,,,1,,1,,,126
76179,,,,,,,,,,4,5,,1,1,,,,,3,1,1,,7,1,13,,,,,2,,3,,,,8,4,,,,,4,,3,,,1,,,,,8,,,2,2,,,,,,,,,,,,,,,,,,1,,1,,12,,,,1,2,,,,,,75,29,9,28,,3,5,,2,,5,,,,,3,3,3,,,256
76180,,,,1,,,1,,,,1,,2,,,,,,,,,1,5,,12,1,,,,,,4,,,2,,,,,1,,1,,1,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,,41,4,4,18,,2,4,,,,,,,,,,,,,,117
76182,1,,,,,,1,,,2,4,,1,,,2,,,1,1,,,5,1,12,3,,,,,,2,,,,4,2,,,,,3,,1,,,,,,,,4,,,,2,,2,,1,,,,,,,,,,,,,,,1,2,,7,,,1,2,,,1,,,,54,19,5,17,,,5,,,,3,,,1,,,,3,,,176
76185,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,,1,,,,,,,,,,,,,,,5,1,,,,1,,1,,,,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,5,,,,,,,,,,,11,3,1,4,,2,3,,1,,1,,,,,,,1,,,50
76205,,,,,,,,,,,1,,1,1,,,,,1,,,,4,1,,2,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,7,,,,,2,,,,,,10,3,1,8,,,2,,,,,,,,,1,,,,,51
76207,,,,1,,,,,,1,1,,1,2,,,,1,1,,,,3,1,7,2,,,,1,,1,,,,3,,,,,,1,,,,,,,,,1,1,,1,,2,,,,,,,,,,,,,1,,,,,1,,1,,6,,,,2,1,,,,,,13,4,5,11,,1,1,,1,1,,,2,,,1,1,5,,,90
76208,,,,1,,,,,,,3,,,,,,,,,,,,2,,5,1,,,,,,,,,,5,6,,,,,4,,,,,,,1,,,5,,1,,,,2,,,2,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,34,10,1,11,,,1,,4,,,,,,,1,,,,,107
76209,1,,,,,,,,,1,,,2,1,,,,,1,,,,5,1,8,,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,13,,,,,,,1,,,,16,5,,6,,,,,,1,,,,,,,,,,,71
76210,1,,,4,,,,,,1,3,,,3,,2,,1,1,,,,10,,12,9,,,,3,,7,1,,2,15,5,,,,,1,,1,,,,,,,,4,,1,,2,,,,,1,,,,1,,,1,,,,,,,1,1,,11,1,,,,1,,2,,,,63,29,7,29,,1,5,,2,,1,,1,1,,2,,1,,,251
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76226,,,,5,,2,3,,,2,,1,2,1,,2,1,,11,1,,1,5,,10,15,,,,2,,2,1,,,6,4,,,,,5,1,7,,1,1,,,,,15,,3,2,2,2,2,,,2,1,,,1,,,,1,1,,,,,,1,,12,2,,1,2,5,2,1,,,,153,50,20,107,,1,5,1,1,1,6,,1,,,3,2,8,,,509
76227,,1,,4,,1,,,,3,9,,2,1,,,,,4,,2,1,5,,22,5,,,,3,,1,,,,14,8,,,,,2,1,1,,,1,,,,,7,,3,2,,,3,,,,,,,,,,1,,,,,,,,1,,17,2,,,,1,1,,,,,110,31,10,72,,1,6,1,1,1,7,,,,,2,1,3,,,375
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,6
76233,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
76234,,,,,,1,1,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,3,,,,,,1,,,,,,,,,,3,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,3,5,2,4,,,1,,,,,,,,,,,1,,,37
76238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76240,,,,,,,,,,1,1,,,1,,,,,1,,,,1,,8,2,,,,1,,,,,,3,1,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,8,5,2,1,,,1,,,,,,,,,2,,1,,,46
76244,,,,3,,,2,,,3,2,,2,7,,1,,,1,,1,,17,,21,12,,,,7,,7,,,1,15,5,,,,,5,,1,,,,,,,2,10,,1,4,1,,1,1,,1,,,,1,,,,,,,,1,,,2,,14,,,3,,3,,2,,,,133,34,15,51,,1,9,,,2,5,1,,1,,,4,1,,,417
76245,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7
76247,,,,1,,1,,,,,,,2,1,,,,,,,,,6,,8,4,,,,,,2,,,,14,3,,,,,2,,1,,,,,,,,2,,1,,,,,,,1,,,,,,,,,1,,,,1,,1,,9,,,2,,,,,,,,38,18,7,28,,,4,,2,,,,,1,,,,1,,,162
76248,,,,7,,1,4,,,4,2,2,2,1,,1,,1,6,,1,2,4,,14,4,,,,2,,1,,,,4,11,,,,,4,,,,,,,,,1,7,,1,1,2,,,2,,2,,1,,,,1,,,,,,,1,,,,10,,,6,2,4,,1,,,,122,55,25,76,,2,3,,1,,4,,,1,,,3,2,,,414
76249,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,3,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,7,4,1,,,,,,,,,,,,,,,,,26
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,1,,,,,,,,,,4,,2,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,5,10,1,2,,,1,,,,,,,,,,,,,,34
76259,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,5,2,2,3,,,,,,,,,,,,,1,,,,21
76262,1,,,10,1,1,1,,,,4,,1,8,,5,,,5,,1,,13,,15,7,,,,3,1,3,1,,,4,13,,,1,,4,1,,,,,,,,2,9,1,,3,,,1,,3,1,,,,,,50,10,1,,,,1,1,,3,,17,1,,9,3,21,,8,1,,,176,82,49,83,,1,3,,2,,1,1,1,,,2,2,5,,,658
76264,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4
76266,,,,,,,,,,,,,,,,,,,,,,,2,,7,1,,,,,,,1,,,5,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,13,4,6,2,,,4,,,,1,,,,,,,,,,57
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,5
76272,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,,12
76273,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,,,,,,,,,,,,,,1,,,11
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,11
76302,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,,,,,,,,,,,,,,,,,16
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,6
76306,1,,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,18
76308,,,,,,,,,,,2,,1,,,,,1,2,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,2,,,,1,,,,,,,8,7,2,2,,,,,1,,,,,,,,,,,,35
76309,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,5,3,4,2,,,1,,,,,,,,,,,,,,23
76310,,,,,,,,,,,,1,,,,2,,,4,,,,1,,3,3,,,,1,,1,,,,2,3,,,,,1,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,4,1,4,,1,,,,,,,,,,,,1,,,50
76311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,1,,1,,,,,,,,,,5
76354,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,2,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,,,,,,,,,,,,16
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,3
76367,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,10
76371,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
76374,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
76379,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76380,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76384,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,6
76401,,,,,,,,,,,,,,,,,,,,,1,,4,,4,1,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,6,2,,2,,,2,,,,,,,,,,,,,,31
76424,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76426,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,4,3,1,,,,2,,,,,,,,,,,,,,22
76430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,3
76431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
