Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
75115,,,,2,,,1,,,2,2,,1,2,1,,4,,,,3,,12,3,,,,1,1,,,,6,2,,,,,1,,,,,,,,1,2,,,,,,1,,,,,,1,2,,1,,,,,,,,,,2,,,1,1,,,,,,25,19,3,12,,,1,,,,2,,,,,,1,,119
75116,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,12
75117,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6
75119,,,,,,,,,,,1,,,,,,,,,,1,,3,1,,,,1,,,,,2,2,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,1,4,1,,,1,,,,,,,,,,,,32
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75125,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,10
75126,,,,1,,1,1,,,4,1,,2,6,1,,3,,1,1,11,,20,3,,,,2,,,,,12,7,,,,,2,,2,,,,,,,6,1,1,1,,,,,1,,,,,1,,,,1,,,,,,,,11,,,1,,1,,,,,78,24,4,23,,1,7,,1,,1,,,,,,3,,248
75132,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,4,2,1,,1,,,,,,,,,,,,,20
75135,,,,,,,,,,,,,,,,,,,,,5,,1,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,18
75137,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,10,6,3,2,,,2,,,,,,,,,,1,,39
75140,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,7
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75142,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,,,1,,,3,,,,,,,,,,,,21
75143,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,3,,2,,,2,,,,1,,,,,,,,22
75144,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,6
75146,,,,,,,,,,,1,,,2,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,10,6,1,,,,1,,,,,,,,,,,,29
75147,,,,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,,,,,1,3,,,1,,2,,6,,6,,,,,2,,1,,,4,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,,,11,3,2,4,,,,,,,1,,,,,,,,55
75150,,,,1,,1,,,,,4,,1,3,1,,,,1,,2,,7,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,13,4,,6,,,2,,1,1,,,,,,,,,63
75152,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,10
75154,,,,,,,,,,1,2,,2,,3,,,,2,,1,,10,1,,,,,1,3,,,5,1,,,,,,,,,,,,,,3,,1,,,,,,1,,,,,,,,,,,,,,,1,,5,,,1,,,,1,,,26,10,2,7,,,5,,,,1,,1,,,,1,,98
75155,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
75156,,,,1,,,,,,,,,,,,,,,,,1,,4,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,5,1,1,,,,1,1,,,,,,,1,,,25
75158,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,7
75159,,,,1,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,10,3,,1,,,,,,,1,,,,,,,,23
75160,,,,,,,,,,,,,,,1,,,,,,4,,5,,,,,,,,,,1,,,,,,,,,1,,,,,1,1,1,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,2,3,1,1,,,1,,,,1,,,,,,,,28
75161,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,5
75163,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4
75164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
75165,,,,1,,,1,,,2,,,,1,1,,1,,2,,8,,8,1,,,,1,,1,,,3,1,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,29,12,4,17,,1,2,,,1,2,,,,,,,,112
75166,,,,,,,,,,,1,,,,,,1,,,,2,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,8,3,1,2,,,1,,,,,,,,,,1,,28
75167,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,2,,,2,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,19,5,,4,,,2,,1,1,,,,,,,1,,48
75169,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,19
75172,,,,,,,,,,1,,,2,3,,,1,,,,1,1,13,,,,,1,,1,,,3,1,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,8,6,1,3,,,1,,,,,,,,,,,,56
75173,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,15
75180,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,13
75181,,,,,,,,,,1,1,,,1,,,,1,,,1,1,5,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,2,4,,,1,,1,,,,,,,,1,,43
75182,,,,,1,1,,,,,3,,,,,,,,,,1,,4,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,1,1,,,,,,28,12,4,13,,,,,,,,,1,,,,,,77
75189,,,,,,,,,,,,,,,1,,,,1,,6,1,8,3,,,,2,,1,,,4,5,,,,,1,,,,,,,,,3,,1,,,,,,1,,,,,2,,,,,,,,,,,,2,,,,1,1,,,,,37,8,4,15,,,4,,,,1,,,,1,,,,114
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2
75201,3,1,,4,2,2,3,,,5,9,,3,5,4,1,1,,1,,5,,5,10,,,,4,1,1,,,2,2,,,1,,1,,1,,,,,,,63,1,,,,,1,,1,,,,,,1,,,,,,1,,,,,12,3,,6,2,6,,2,,,103,67,19,28,,1,5,,1,,1,,,,1,3,1,,406
75202,,,,1,,1,,,,,2,,1,,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,4,1,2,,,,,26,14,2,3,,,,,1,1,,,,,,1,,,67
75203,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,7,1,1,8,,,,,,,,,,,,,,,23
75204,,1,,5,,1,4,,,4,5,,3,6,2,1,5,,1,,5,,9,2,,,,1,2,2,,,5,5,,,,,4,,,1,,,1,,,6,,1,2,1,,2,1,,,,,,,,,,,,,1,,,,,8,3,,4,2,5,,1,,,157,59,20,67,,1,8,,4,,5,1,,,,6,3,,443
75205,,,,8,1,,6,,,1,6,1,1,2,2,2,9,,2,,3,,6,2,,,,2,,1,,,2,3,,,2,,1,,,,1,,,,1,4,,1,1,,,1,2,1,,,1,1,,,1,,1,,,,1,,1,,5,1,,12,6,28,,1,,,97,125,48,44,1,,2,,2,,2,,,,2,4,3,,464
75206,,1,,9,2,2,2,,,3,6,,3,3,1,3,4,,,,4,,8,4,,,,2,,4,,,1,2,,,1,,2,,,,,,,,,6,,2,,2,,,,,,,,,,,2,,,,,2,,,,,8,3,,5,3,6,1,1,,,174,48,17,68,,3,3,,1,1,2,,1,,2,1,4,,433
75207,1,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,2,,,,,13,9,1,2,,,,,1,,,,,,,,,,38
75208,,1,,2,,1,1,,,1,3,,6,5,2,1,6,,,1,5,,8,3,,,,2,,3,,,1,2,,,,,2,,,1,,,,,,2,,1,1,,,,,1,,,,,,,,,,,,1,4,,,,8,1,,1,,3,,1,,,63,24,5,29,,2,7,,2,,2,,,,1,1,3,,220
75209,1,,,7,1,2,1,,,1,4,1,3,3,1,1,5,,,,2,,4,1,,,1,,,,,,1,2,,,1,,,,,,,,,,2,1,,,1,,,,,1,,,,,,,2,,,,,1,1,,,,2,,1,6,4,7,,1,,,53,50,25,35,,1,2,,,,1,,,,1,3,3,,247
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,4
75211,,,,1,,,1,,,1,,,,1,2,,,,,,,1,5,,,,,2,,,,,2,,,,,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,16,6,5,6,,,1,,,,2,,,,1,,,,63
75212,,,,,,,,,,1,1,,,,2,,2,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,19,1,,8,,,,,,,1,,,,2,,,,42
75213,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,9,2,4,1,,,1,7,,7,9,1,2,8,,,,9,,12,7,,,,7,,5,,,6,7,,,,1,6,,,,,,,,3,4,,2,1,,2,,,1,,,,2,,,,,,,,,,,1,,12,,,3,5,5,,1,1,,129,83,28,56,,1,5,1,5,2,4,2,,,3,5,8,,488
75215,,,,1,,,,,,,2,,,1,4,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,14,1,1,4,,1,,,,,,,,,,,1,,38
75216,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,3,1,3,,,,,,,,,,1,,,,,,25
75217,,,,1,,,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,2,,3,,,,,,,,,,10,,1,1,,,,,,,,,,,,,,,28
75218,3,,,3,,1,2,,,,1,,2,5,,,4,,1,2,6,1,10,3,,,,2,,,1,,4,3,,,,,2,,,,1,,,,,2,,2,2,,1,1,,1,,,,,,,,,,,,,1,,1,,6,2,,4,,4,,1,,,62,30,5,24,,1,9,,2,1,4,,,,1,1,6,,231
75219,3,,,7,2,4,4,,,5,3,1,8,7,2,1,4,1,1,1,7,,9,1,,,,3,,1,,1,5,3,,,,1,1,,,,,,,,,3,,1,,,,,,,,,,,,1,,,,,,1,2,,1,,5,,,8,2,5,,,,1,137,64,13,53,1,,3,,4,1,4,,,,4,,1,,401
75220,1,1,,2,3,2,2,,1,,1,,,,,1,3,,,,6,,4,2,,,1,,,1,,,,2,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,3,,,4,2,9,,,,,38,55,25,21,,1,3,,,,,,1,,,1,1,,206
75223,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,1,,,,,11,1,2,5,,,,,1,,,,,,,,,,33
75224,,,,1,,,,,,,,,1,,,,,,,,2,,3,1,,,,,,,,,1,1,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,9,2,,1,,,1,,,,,,,,,,,,32
75225,,1,,6,,3,2,,,2,4,,,2,,3,6,,,,4,,6,5,,,,,,1,1,1,,1,,,1,,,,,,,,,,2,2,,,,,,,1,3,,,,1,,,,,,,,1,,,,,,1,,11,8,21,,,,,76,137,57,45,1,,,,1,,2,,,,1,2,5,,427
75226,,,,,,,1,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,19,3,1,7,,,,,,,1,,,,,,,,41
75227,,,,,,,,,,,1,,,3,,,2,,,,1,,1,2,,,,2,,1,,,6,2,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18,6,,4,,1,4,,,,1,,1,,,1,,,67
75228,,,,1,,,,,,,1,,4,3,,,1,2,1,,4,1,12,1,,,,5,,1,,1,1,1,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,13,1,,,1,,,,,,27,6,,16,,,4,,4,,1,,1,,2,,2,,123
75229,1,,,7,2,1,2,,,4,2,,3,2,,5,7,,,,8,,13,5,,,,3,,,,,1,2,,,,,2,,,,,,,,,4,,,,,1,,,,,,,,,,1,,,,,,,,1,,5,,1,2,3,11,,,1,,77,82,33,40,,1,2,,3,,1,1,2,,2,3,2,15,364
75230,2,,,7,1,7,3,,,5,9,,2,3,3,3,8,,,,13,1,7,5,,,1,,,2,,,2,6,,,1,,4,,,,1,,,,1,,,1,,,,1,1,3,,,,,1,1,,1,1,,,,1,,2,,7,1,1,16,4,18,,,,,115,121,52,60,,1,5,,1,,,,,,5,6,9,,532
75231,,,,1,,,,,,,1,,3,1,,,1,,,,2,,7,3,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,6,,,3,2,1,,,,,47,22,7,20,,1,,1,,,3,3,,,,,3,,145
75232,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,12,1,1,2,,,1,,,,,,,,,,,,31
75233,,,,,1,,,,,,1,,,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,,,,,,,,,5,1,1,3,,,1,,,,1,,,,,,,,24
75234,,,,2,1,,1,,,1,2,,1,1,3,,4,,,,9,,8,11,,,,2,1,1,,,3,2,,,,,2,,,,,,,,1,1,,,2,,,,,,,,,2,,,2,,,,,,,,,,9,,,,,1,,3,,,80,22,6,38,,2,2,,1,,1,2,,,,,1,,231
75235,,,,3,,,,,,1,1,,3,3,,,,,,,1,,7,1,,,,1,,1,,,4,1,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,107,270,93,19,,,2,,1,,2,,1,,1,2,,,532
75236,1,,,,,,,,,,,,,2,,,,,,,1,,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,12,3,2,2,,,,,,,,,,,,,,,33
75237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,,,1,,,,,,,,,,,,13
75238,,,,,,,,,,,2,,3,4,,2,2,,,,2,,7,4,,,,1,,,,,2,1,,,,,,,,,,,,,,3,,,,,2,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,45,19,6,14,,,2,,1,1,,,,,1,1,2,,135
75240,,,,2,,,2,,,,3,,4,2,,1,4,,1,,3,1,6,2,,,,3,,1,,,4,2,,,1,,,,,,,,1,,,2,,1,1,,,1,,,,,,,1,1,,,1,,,,,,,,8,,,1,2,,,,,,30,15,8,11,1,2,4,,1,,,,,,,,,,134
75241,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,3,,2,,,1,,,,,,,,,,,,15
75243,1,,,1,,,,,,2,2,,3,1,1,,1,,,,5,,13,4,,,,2,,2,,1,5,,,,,,3,,,,,,1,,,,,4,,,,,,1,,,,,1,,,,,,,,,,,,6,,,2,3,2,,2,,,58,20,6,23,,2,3,,3,,2,,,,,,1,,187
75244,,,,4,,1,,,,3,2,,2,,,2,2,1,,,4,,2,,,,,1,,,,,1,2,,,,,1,,,,,,,,,2,,1,,1,1,,,,,,,,,,1,,,,,,,,,,2,,,1,1,3,,2,,,39,27,11,17,,1,1,,,,,,,,1,2,3,,145
75245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75246,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,5
75247,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,4,2,1,,,,,,,,,,,,,2,,14
75248,1,,1,4,3,3,4,,,1,6,,3,2,2,,3,,1,1,7,,14,4,,,,2,,6,,,5,3,,,,,3,,,,,,,,,4,1,2,2,,,,,,,,,,,,,2,,,,1,1,,1,,11,1,1,3,1,6,,2,,,110,76,17,39,,4,5,,1,,4,,,,2,1,3,,380
75249,,,,,,,,,,2,,,,,,1,,,,,2,,1,1,,,,1,,2,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,3,,,,2,,,,,,15,2,,4,,,1,,,,,,,,,,,,41
75250,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
75251,1,,,,,,2,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,9,2,,6,,,,,,2,,,,,,,,,30
75252,2,,,3,,1,,,,3,4,1,5,3,1,1,,,,,5,1,13,4,,,,2,,,,,2,1,,,1,,4,,,,,1,,,1,3,,,,,,,,1,,,,,,,,,,,,,,2,1,,8,2,,3,3,2,,,,,90,43,11,28,1,1,3,,1,,1,,1,,3,1,4,,272
75253,,,,,,,,,,1,,,,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,10
75254,3,,,1,2,,,,,2,,,1,,2,1,2,,,,3,,7,1,,,,1,1,1,,,,1,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,3,,,1,1,2,,,,,32,24,10,11,,2,3,,,,1,,,,,,4,,128
75256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,,,,,,,,,,,,,,,,,152
75266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
75268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75270,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
75287,,,,5,,3,2,,,1,3,1,1,1,3,,,,,,1,,13,,,,,4,,3,,,5,2,,,,,2,,,,,,,,,2,,2,,,,1,,2,,,,,,,,,,,,,1,1,2,,11,,,5,1,3,,,,,73,40,16,24,,,7,,2,1,2,1,,,1,1,2,,251
75288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
75401,,,,,,,,,,,,,,,,,,,,,2,,3,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,16
75402,,,,,,,,,,,,,,,,,,,,,2,,6,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,9,2,2,5,,,2,,,,1,,,,,,,,34
75407,,,,,,,,,,,,,,1,,,,,,,3,,5,,,,,1,,1,,,4,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,23,3,2,11,,1,3,,,,,,,,,,,,66
