Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Genesis GV60 EV,Honda Accord Plug In,Honda Clarity BEV,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lexus NX 450h+,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75077,1,,,2,4,,1,,,1,,,7,3,5,1,,2,,,,,3,6,1,10,4,,,,3,,1,2,1,,,9,13,,,,,,,1,1,1,,,,,1,,3,10,,5,,1,,2,,,,1,,,,,,,,,1,,,,,1,,,8,,,1,,2,,4,,,,,,107,42,24,50,,,7,,,1,,,,,,,3,2,,,359
75078,,1,,5,12,3,7,,4,9,1,,8,2,4,,3,1,,,,1,1,6,,12,16,,,,1,,3,1,,3,3,11,19,,,1,,,,5,,4,,,,,,,1,17,,5,1,1,,3,1,,2,1,,1,,,1,2,,,,,,,,1,,,13,2,,6,2,8,,4,,,,,,217,101,60,169,1,4,14,,4,13,1,,1,,,1,3,14,,,822
75080,,,,3,2,1,1,,1,1,,1,1,2,7,,,,,,,1,3,10,2,23,11,,,,1,,5,,,1,2,5,3,,,,,,,4,1,1,,,,,,,,4,,,4,2,,,2,,4,,,,,,,,,1,,,,,3,1,,,19,5,,2,,4,,,,,,,,101,26,13,50,1,2,6,1,3,5,1,1,1,1,,1,3,4,,,364
75081,,,,,1,,,,3,1,,,1,1,3,,1,,,,,1,1,5,1,15,2,,,,,,2,,,,1,5,3,,,,,,,3,,,,,,,,,1,5,,1,2,,,,,,1,,,,,1,,,,,,,,,1,1,1,,22,,,,2,2,,,,,,,,54,17,4,29,,,6,,2,,,,,,,1,1,,,,204
75082,,1,,2,3,1,1,,1,2,1,4,6,4,5,1,,,,,,,3,4,1,17,8,,,,2,1,5,,1,,,5,4,,,,,,,4,,,,,,,,,3,3,,2,2,,,,2,,2,,,,,,1,,,,1,,,,1,1,,,14,1,,2,,,,1,,,,,,133,39,18,70,,1,9,,1,3,,,,,,1,1,7,,,406
75087,,,,1,3,1,,,3,5,,1,4,1,4,,1,,,,,,2,10,,16,3,,,,1,,2,1,,,,5,10,,,1,,,,2,,1,,,,,,,2,15,,,2,1,,1,,,1,2,1,1,,,1,,2,,,,,,1,,,,5,,,1,,1,,2,,,,,,80,34,10,35,,2,13,,1,,1,,,,,,2,3,,,298
75088,,,,1,1,,,,1,,,,1,2,,,,,,,,1,,3,1,4,2,,,,1,,1,1,,,,5,5,,,,,,,2,,,1,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,5,2,,1,,,,,,,,,,41,22,9,23,,2,4,,1,1,,,,,,,1,2,,,151
75089,2,1,,,,,,,1,5,,1,2,1,1,,,,,,,,,6,,8,10,,,,1,,2,,,,,7,4,,,,,,,1,,1,,,1,,,1,,4,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,6,,,,,,,2,,,,,,48,14,4,30,,2,2,,2,4,,,,,,1,,,,,179
75090,,,,,,,,,1,,,,,,,,,,,,,,1,1,,5,1,,,,1,,1,,,,,2,1,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8,5,1,,,1,,,2,1,,,,,,,,,,,37
75092,,,,,,,,,1,1,,,,,,,,,,,,,,5,,3,1,,,,,,1,,,,,3,2,,,,,,,2,,,,,,,,,,6,,1,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,27,4,,11,,1,4,,2,1,,,,,,,,1,,,84
75093,1,1,,2,7,3,2,,4,11,1,2,11,5,4,1,6,2,,,,,,14,,18,11,,,,3,,2,6,,1,,10,8,,,,,,,4,,1,,1,,,,,1,7,1,,1,,,4,,1,1,2,2,2,,,1,2,,2,1,,,,,2,,,16,2,,13,8,15,,4,2,,,,,248,141,68,122,,,10,,3,5,1,2,1,,,4,3,7,,,847
75094,,,,,2,,2,,2,3,,,8,,2,2,,,,,,,1,5,1,8,4,,,,4,,2,1,,1,,1,3,,,,,,,6,,,,,,,,,1,3,,,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,11,1,,1,1,5,,3,,,,,,102,33,23,59,,1,6,,2,3,,,,1,,,2,4,,,325
75098,,,,,5,,1,,,4,1,,2,1,5,1,1,,,,,1,2,11,2,21,11,,,,1,1,1,,3,,,12,10,,,2,,,,4,,,1,1,,,1,,,12,,2,2,2,1,,,,1,1,1,,,,,,,,1,,,1,,1,1,,26,,,2,1,,,,1,,,,,128,29,10,72,,2,11,,3,6,,,,,,1,2,,,,426
75101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
75103,,,,,,,,,,,,,1,,,,,,,,,,3,3,,1,2,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,2,,3,,,1,,,,,,,,,,,,,,30
75104,1,,,,2,,,,4,3,,1,1,2,1,,3,,,,1,3,1,2,1,11,1,,,,3,,6,1,,,,5,4,,,,,,,1,,1,,,,,,,,3,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,5,1,,4,2,4,,,2,,,,,50,36,13,21,1,,6,,,,,,,,,,,1,,,211
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75109,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,,,1,,,,,,,,,1,,,,,16
75110,,,,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,1,,1,,,,,,,,,,,,14
75114,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,4,1,,2,,,,,,,,,,,,,,,,,15
75115,1,,,1,3,,,,2,3,,,4,1,2,,1,,,,,,1,5,,11,3,,,,,1,,3,,,,5,3,,,,,,,1,,,,,,,,,2,4,,1,1,,,,1,,1,,,,,1,2,,1,1,,,,,,1,,,2,,,1,1,1,,,,,,,,37,20,6,17,,,1,,,2,,1,,,,1,,3,,,160
75116,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,4,2,,3,,,,,,,,,,,,,,,,,18
75117,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
75119,,,,,,,,,,,,,,,,,,,,,,1,2,3,,3,1,,,,1,,,,,,,2,2,,,1,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10,2,4,2,,,1,,,,,,,,,,,,,,41
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75124,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
75125,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,,,,,1,,,,,,,,,,,,10
75126,,,,1,,,2,,6,1,,,3,4,6,,1,1,,,,2,3,10,,19,4,,,,3,,1,2,,1,,14,11,,,,,,,2,,,1,,,,1,,,12,1,5,1,1,,,,,1,3,,,,,2,,,,1,,,,,,,,9,1,,2,,2,,3,,,,,,108,33,5,43,,1,6,,1,2,,,,,,,,4,,,346
75127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75132,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
75133,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75134,,,,,,,,,,1,,,1,,1,,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,4,2,2,,1,,,,1,1,,,,,,,,,,26
75135,,,,,,,,,1,,,,,,,,,,,,,,,5,,3,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,5,3,2,4,,,1,,,,,,,,,,,,,,32
75137,,,,1,,,,,1,,,,1,,,,,,,,,,,2,,6,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,15,5,4,3,,,1,,1,,1,,,,,,,,,,50
75140,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,7
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,4
75142,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12,2,1,2,,,2,,,,,,,,,,,,,,31
75143,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,9,3,,1,,,3,,,1,,,,,,,,,,,25
75144,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,1,,,,,,,,,,,,,,12
75146,,,,,,,,,,1,,,,1,2,,1,,,,,,1,,,3,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,10,5,1,3,,,1,,,,,,,,,,,,,,37
75147,,,,,,,,,,,,,,,,,1,,,,,,,2,,2,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,11
75148,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
75149,,,,,,,,,1,,,,1,1,4,,,,,,,3,,7,,8,,,,,2,,1,2,,,,2,,,,,,,,,,1,,,,,,,1,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,16,2,3,5,,,1,,,1,,,,,,,,,,,70
75150,,,,,1,,1,,,3,,,,1,3,,1,,,,,1,,3,,8,,,,,,,,1,,1,,5,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,6,,,,,1,,,1,,,,,19,6,,9,,,2,,2,1,1,,,1,,,,,,,84
75151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
75152,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,,,13
75154,,,,,,1,,,1,3,,,,2,,,4,,,1,,2,,1,,10,,,,,,1,3,,1,,,3,5,,,,,,,,,1,,,,,,,,6,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,1,,,,,41,10,3,11,,,5,,,1,,,,1,,,,,,,126
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
75156,,,,,1,,,,,,,,,,,,,,,,,,2,1,,6,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,4,4,1,1,,,,1,1,,,,,,,,1,1,,,33
75158,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,10
75159,,,,,2,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,12,6,,1,,,,,,,,,,,,,,,,,30
75160,1,,,,,,,,,,,,,,1,,1,,,,,,,5,,6,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,2,,1,1,,,,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,1,,,,,,3,7,1,3,,,1,,,1,,,,,,,,,,,43
75161,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
75163,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5
75165,,,,,1,,,,1,,,,1,,1,,2,,,,,2,1,10,,8,1,,,,,,1,,,1,,4,5,,,,,,,,,,,,,,,,,3,,2,1,,,1,,,,1,,,,,,2,,,,,,,2,1,,,6,,,,,1,,1,,,,,,49,11,3,24,,,5,,,,1,2,,,,,,2,,,157
75166,1,,,,,,,,,1,,,1,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,10,2,1,3,,,2,,,,,,,,,,,1,,,32
75167,,,,,,,,,,,,,1,,,,,,,,,,,1,,3,2,,,,,,1,1,,,,2,2,,,,,,,,1,,,1,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,,1,,,,,22,7,,5,,,3,,1,,1,,,,,,,1,,,64
75169,,,,,,,,,,1,,,,,,,,,,,,,1,2,,3,,,,,,,4,,,,,2,,,,,,,,,,1,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,6,1,,4,,,,,1,,,,,,,,,,,,33
75172,,,,,,,,,,1,,1,1,2,1,,1,,,,,1,,2,,16,1,,,,1,,,,,,,4,2,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,16,12,3,6,,,3,,,,,,,,,,,1,,,83
75173,,,,,,,,,,1,,,,,1,,,,,,,,,3,,3,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,,,21
75180,,,,,,,,,,,1,,,,,,,,,,,,,1,1,5,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,,,,21
75181,,,,,,,,,,1,,1,,,,,,,,,,,1,1,1,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,19,6,2,5,,,1,,1,,,,,,,,,1,,,53
75182,,,,,,1,2,,,2,,,1,,,,,,,,,,,1,,4,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,1,,,,,,,,,,,3,1,,,1,1,,,,,,,,32,12,5,18,,,,,,,,,,,,,,1,,,92
75189,,,,,,,,,,1,,,,,,,,,,,,1,2,6,,8,3,,,,2,,1,,1,1,,4,11,,,,,,,1,,,,,1,,,,,6,,1,2,,,1,,,,1,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,,,,,,46,18,4,25,,,5,,,1,,,,,,1,,,,,160
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
75201,4,1,,4,4,3,2,,5,7,,1,3,4,4,2,3,,,,,1,,5,,5,15,,,1,3,1,,,,1,,4,6,,,1,,,,1,,1,1,,,,,,,146,1,,,,,,1,,1,1,,1,,,,3,,,,,,,,,,,13,3,,7,2,10,,1,2,,,,,117,62,19,41,,1,4,,1,1,,,,,,2,2,1,,,536
75202,,,,1,,,1,,1,2,,,,3,,,1,,,,,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,3,1,1,,,,,,,,35,16,1,5,,,,,1,,1,,,,,,1,,,,83
75203,,,,,,,,,,,,,1,1,,,,,,,,,,1,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,1,,,,,10,1,2,8,,,1,,,,,,,,,,,,,,35
75204,,,,4,4,,3,,6,5,,,6,4,6,1,4,,,,,1,,5,,12,2,,,,1,2,2,1,1,,,5,8,,,,,,,4,,1,,1,,,1,1,1,11,,,1,2,1,,1,1,2,,,,,,,,,,,,,1,,,,,7,5,,3,3,6,,3,1,,,,,180,66,22,82,,1,8,,1,6,,2,1,,,,6,2,,,517
75205,,,,10,9,2,,,1,9,2,,12,1,1,1,3,,,,,2,,2,,6,2,,,1,2,,1,,1,1,,1,4,,,2,,,,1,1,1,,,1,,,,2,7,,,1,1,,,1,2,1,,,2,1,1,,1,1,,1,,,,1,1,,,7,1,,18,7,31,,2,1,,,,,114,135,52,48,1,,3,,2,3,,,,,,2,5,4,,,540
75206,,1,,3,12,3,1,,7,6,,2,4,2,4,,2,1,,,,,,6,,8,3,,,,2,,5,,,,,1,7,1,,1,,,,2,,,,,,,,,,11,,1,2,2,2,1,,,1,,2,,,,,,2,,,,,2,1,,,,8,4,,5,2,4,,2,1,,,,,183,48,15,86,,2,8,,1,3,1,1,,1,,4,1,7,,,498
75207,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,2,,1,1,2,,,,,,,,17,6,1,2,,,,,2,,,,,,,,,,,,45
75208,,1,,2,2,1,2,,,3,,1,9,6,4,1,2,,,,,,1,3,,10,4,,,,3,,3,,,,,1,3,,,,,,,2,,,,1,,,,,1,3,,1,1,1,,,,,,1,1,,,,,,,,,,,,4,,,,8,2,,1,,3,,1,3,,,,,86,27,9,39,,1,7,,5,2,,,,,,1,2,4,,,279
75209,1,,,3,9,1,1,,,2,,1,8,4,3,,,1,,,,,,1,,3,2,,,1,,,,,,,,1,4,,,1,,,,,1,,,,,,,,2,2,,,,1,,,,,3,2,,,,,,2,2,,,,,,,,,,2,1,,7,4,7,,,1,,,,,58,56,30,40,,1,2,,,1,,,,,,1,3,6,,,282
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,5
75211,,,,1,1,,,,4,,,,1,,1,,2,,,,,,1,,1,3,,,,,3,,,1,,,,3,1,,,,,1,,,,,,,2,,,,,3,,1,1,1,,1,,,,,,,,,,,,,,,,1,,1,,,2,1,,,,,,,,,,,,22,7,3,10,,,,,,2,,,,,,1,,,,,83
75212,,,,,,,1,,1,,,,2,1,,1,1,,,,,,,,,1,1,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,22,1,2,10,,,2,,,1,,,,,,1,,,,,58
75213,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75214,2,,,5,9,1,5,,1,7,,2,9,6,9,,1,1,,,,,1,7,,12,9,,,,6,,3,,,1,,6,9,,,,,1,,7,,2,,,,,,,3,5,,1,2,3,,2,,,1,2,1,1,,1,,1,1,,,,,,,1,,,13,,,4,5,7,,2,,1,,,,131,83,31,76,,,6,1,6,8,2,1,2,,,3,6,12,,,547
75215,,,,,1,,,,,1,,,1,,1,1,2,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,3,1,,,,,,,,,,,,18,1,1,7,,1,2,,,,,,,,,,,2,,,51
75216,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,11,3,2,1,,,,,,,,,,1,,,,,,,38
75217,,,,,1,,,,,,,,,,,,,,,,1,,,2,,3,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,1,,,,,,,,4,,,,,,,,,,,,,12,2,1,2,,,,,,,1,,,,,,,,,,38
75218,3,,,3,5,,,,,2,,,2,2,5,1,,,,,,1,2,4,1,10,4,,,,2,,,,1,1,,4,4,,,,,,,2,2,,,,1,,,,,3,,,3,2,,2,1,1,2,1,,,,,,,,,,,,,1,1,,,4,2,,5,1,3,,,2,,,,,68,28,9,41,,1,8,,1,4,1,,,,,1,1,5,,,264
75219,2,,,7,10,2,2,,5,3,,1,4,10,8,2,2,,,,,,3,5,,7,1,,,,2,,1,,1,,,3,4,,,,,1,,1,,1,,,,,,1,1,7,,1,1,,,,,,3,,,1,,,,,,,1,,,1,3,2,,,3,2,,5,2,10,,2,2,,,1,,160,68,16,64,,,2,,4,4,1,,,,,5,1,1,,,463
75220,1,1,,2,2,4,3,,1,3,,1,4,,,,,,2,1,,,1,6,,4,1,,,,,,,,,1,,,1,,,,,,,3,,,,,,,,,2,4,,,,,,,,,1,,,1,,,,3,1,,,,,1,,,,,2,5,,6,3,10,,1,,,,,,51,56,28,33,,1,3,,,,,,,1,,,3,4,,,262
75223,,,,1,2,,1,,,2,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,1,,,,,,11,1,2,10,,,,,2,,,,,,,,,,,,42
75224,,,,,2,,,,,,,,,2,,,,,,,,,,1,,4,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,1,,,,,19,3,1,4,,,1,,,,,,,,,,,,,,50
