Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
77531,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,5,1,,1,,1,,,,,,,,,,,,,,,16
77532,,,,,,,,,,1,,,1,2,,,,,,,,,,,3,4,,,,,,1,,,,,3,1,,,,,,,,,,,,,,,6,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,16,2,1,8,,,,,,,,,,,,,,,,,56
77534,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,,,,,,,,,,,,,,,,,8
77535,,,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,9,3,2,2,,,,,,,,,,,,,,,,,33
77536,,,,,,,,,,1,,,,2,,,,,,,,,,,3,4,,,,,,2,,,,,3,,,1,,,1,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,15,1,2,3,,,1,,,,2,,,,,,,,,,53
77539,,,,,,,,,,,,,2,1,,,,,2,,1,,3,,4,2,,,,,,2,,1,,,3,2,,2,,,2,,,,,,,1,,,2,,,1,,,,1,,1,,,,,1,,,,,,,,,,,,2,,,1,,,,2,,,,30,11,2,9,1,,1,,1,,3,,,,,,,,,,97
77541,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,,15
77545,,,,,,,,,,,,,,1,,2,,,,,,,,,4,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,2,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,2,,,,1,,,,,,,20,5,1,4,,,,,,,,,1,,,,,,,,50
77546,1,,,3,,1,1,,,1,1,,1,1,,,,,5,,2,,6,1,14,3,,,,,,4,,,,,9,8,,,,,3,,,,1,,,,,1,11,,2,,,,1,1,,3,1,,,,,2,1,,1,,,,,1,1,,7,1,,1,2,5,,,,,,104,44,20,40,,,8,,4,2,2,,,,,1,2,1,,,336
77547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,5
77548,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77550,1,,,,,,,,,,,,1,3,,,,,3,,,,1,,4,,,,,,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,1,,,,8,3,1,2,,1,,,,1,,,,1,,,,,,,38
77551,,,,1,,,,,,,,,,,,,,1,2,,,,2,1,2,,,,,,,1,1,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,7,,2,5,,,1,,,,,,,,,,1,,,,36
77554,,,,1,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,1,,2,,2,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,12,10,6,8,,,,,,,2,,,,,1,,,,,56
77555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77562,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,1,,,,,,,,,,,,10
77563,,,,,,,,,,,,,1,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,,1,,,,,,,,,,,,,,,,,16
77565,,,,1,,,,,,,2,,1,3,,,,,,,,,2,,4,,,,,,,1,,,,,2,1,,1,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,12,7,3,6,,1,,,1,,,,,,,1,,,,,56
77566,,,,,,1,,,,,1,,,,1,,,,1,,,,2,,5,2,,,,1,,1,1,,,,1,3,,,,,4,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,16,8,,5,,,1,,1,,1,,,,,,,,,,61
77568,,,,,,,,,,1,,,,2,,,,,,,,,,,4,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,13,3,,4,,,,,,,1,,,,,,,3,,,36
77571,,,,,,,,,,,,,,1,,1,,,,,,,2,,5,1,,,,,,2,,,,,,3,,,,1,2,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,4,,,,,,,2,,,,13,,1,7,,,1,,,,,,,,,,,,,,50
77573,,1,,4,,2,,,,2,5,,3,4,,1,,,6,,,,12,,19,10,,,,,,5,,,,,10,6,,,,,5,,3,,,,,,,,14,,4,8,1,,,2,,4,,,,,1,1,1,,3,,,1,1,,2,,7,,,3,1,5,,1,1,,,117,46,23,67,,1,10,,7,1,7,1,,,,1,,3,,,443
77575,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,8
77577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77578,1,,,6,,1,1,,,3,3,,,1,,2,,,3,2,,,3,,6,2,,,,,,2,,,,1,6,7,,,,,3,,2,,,2,,,,1,3,,2,,,,,1,,1,1,,,,,1,,,1,,,1,,,,,5,,,,,1,,,,,,58,20,11,40,,,5,,1,,,,1,,,1,,3,,,215
77580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77581,,,,4,,,,,,,2,,1,4,,2,,,7,,,,4,,6,6,,,,,,1,,,,,8,4,,,,,1,,,1,1,,,1,,1,3,,,,,1,,,,1,,,,,,,,,,,,,1,,1,,13,1,,2,,1,,,,,,70,28,15,37,,,1,,4,1,2,,,,,1,1,,,,238
77583,,,,1,,,2,,,2,6,,1,1,,,,,3,1,,1,8,,5,,,,,,,1,,,,,6,3,,,,,1,,,,,,,,,,5,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,8,,,2,2,,,1,,,,57,11,7,30,,,4,,1,,2,,,,,,,,,,176
77584,,,,4,,2,,,,7,6,3,1,4,,5,,,8,1,1,,16,1,18,10,,,,1,,3,1,2,,,7,4,,,,,9,,2,,1,,,1,,3,8,,,,2,,2,,,2,,,,1,1,,,1,,,,,,,3,,25,3,,4,3,4,1,1,,,,207,59,52,90,,2,6,,5,,6,1,,1,,2,1,8,,,622
77586,,,,3,1,,,,,,2,,1,1,,1,,,1,,,,7,,15,1,,,,,,2,1,,,,5,4,,,1,,2,,1,,1,,,,,1,5,,1,,1,,1,,,2,,,,,,,,,,,,1,1,,,,9,,,1,,,1,,,,,29,20,5,21,,,3,,,1,3,,,,,,1,1,,,158
77587,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,11
77590,,,,,,,,,,1,1,,,,,,,,,,,,2,,2,3,,,,,,1,,,,,3,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,2,,3,,1,1,,,,1,,,,,,,,,,29
77591,,,,,,,,,,,,,,,,,,,1,,1,,,,3,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,,18
77597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77598,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,18,6,1,4,1,1,,,1,,,,,,,,,1,,,50
77611,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,1,2,,,,,,,1,,,,,,,,,,10
77612,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77613,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77619,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,5,,,3,,,1,,,,,,,,,,,1,,,20
77622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77625,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,,,,,6
77627,,,,,,,,,,1,1,,1,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,1,2,2,,1,,,,,,,,,,,,,,,26
77629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77630,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,1,3,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,2,,,,,,,,,,,,,,,,,23
77632,,,,,,,,,,2,,,,,,,,,1,,,,1,,2,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,22
77640,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,4,,,,,1,,,,,,,,,,,,11
77642,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,,,,,,,,,,,,,,,,,16
77650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
77651,,,,,,,,,,,,,,,,,,1,1,,,,,,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,2,,,,,,,,1,,,,24
77655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77656,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,,,,12
77657,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,2,,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2,1,,,2,,,,2,,,,,,,1,,,37
77659,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5
77660,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77662,,,,,,,,,,,,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,4,,,,1,,,,,,,,,,,,,,,15
77664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77665,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,4
77701,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,,,,1,,,11
77702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,,,,,7
77703,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,6
77705,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,1,,,,,,,,,,,,,,17
77706,,,,1,,,2,,,2,1,,,2,,1,,,2,,,,3,,5,2,,,,,,1,,,,,2,,,,,,1,,,,,,,,,1,2,,,2,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,1,,,,,19,18,5,5,,,1,,2,,2,,,,,,1,1,,,89
77707,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,,,1,,1,,,,,,,,,,,,18
77708,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,6
77713,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,8,3,3,3,,1,,,,,,,,,,,,,,,27
77801,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6
77802,,,,,,,,,,3,1,,,1,,,,1,,,,1,4,1,5,1,,,,,,,,,,,5,,,,,,,,,,,1,,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,1,,,,,12,6,,3,,,3,,3,,,,,,,,,,,,63
77803,,,,,,,,,,,1,,,,,,,,,,,,3,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,7,1,,3,,,3,,,,,,,,,,,,,,29
77807,,,,1,,,1,,,,1,,,1,,,,,,,,,1,,2,2,,,,,,1,,,,,3,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,12,6,,5,,,1,,,,,,,,,,,,,,43
77808,,,,,,,,,,,,,,1,,,,,,,,,1,,2,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,4,,,1,,,1,,,,,,,,,,,,,,18
77820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77830,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,4
77831,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,4
77833,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,2,1,,,,,,2,,,,,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,15,3,,6,,1,,,,,,,,,,,,2,,,45
77834,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,4
77836,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,1,,,1,,,,,,,,,,,,15
77837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77840,,,,1,,,,,,,2,,,,,,,,,,,,1,,7,2,,,,,,5,,,,,4,1,,,,,1,,,,,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,3,,,,,,,,,,,15,5,1,5,,1,3,,,,1,,,,,,,1,,,64
77842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
77843,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77845,,,,1,,,,,,5,5,,1,,,,,2,4,,,1,7,,17,18,,,,2,1,4,,,,,7,8,,,,,8,,1,,1,,,1,,,4,,3,3,,,2,,,3,,,,,,2,,,,,,,1,,2,,12,1,,,,1,,,,,1,89,36,22,41,,1,16,,6,,,,1,,,,5,3,,,349
77849,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77856,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,6
77857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77859,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77861,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,1,2,,,1,,,,,,,,,,,,,,12
77864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
77865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
77868,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,5,1,2,,,,,,,,,,,,,,,,,22
77871,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
77872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
77873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,4
77875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77879,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,7
77880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,4
77882,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77901,,,,,,,,,,1,1,,,,,,,,1,,,,,,3,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,2,,3,,,,,,,,,,,,,,,,,32
77903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77904,,,,1,,,,,,1,,,1,,,1,,,1,,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,18,7,1,10,,1,1,,2,,,,,,,,,1,,,55
77905,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,8
