Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
77450,,,,1,1,,3,,1,1,2,1,3,3,3,,,5,,,,8,1,19,7,,,,,,3,2,,,6,,,,,,5,,,1,,,,,,1,4,,,5,,,,1,,1,,1,,,1,2,,,,,,1,,,,,11,,,3,3,2,,,,,,118,42,17,54,,1,3,,2,,4,1,,,,1,1,,,356
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,7,1,,1,,,8,8,2,4,4,7,,,10,,1,1,8,,17,14,,,,1,2,4,,,,9,14,,,1,,8,,1,,,2,,,,,12,1,,4,,,1,,1,1,,,,3,1,2,2,,,,,1,,,1,,24,1,,4,1,13,1,,,,,215,71,39,104,,2,7,,6,,5,1,,1,,1,4,6,,673
77461,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,,,,,1,,,,,,,,,,,,,12
77465,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
77469,,,,4,,,1,,,,3,1,,1,2,,1,4,,1,1,6,,3,8,,,,1,,3,,,,3,2,,,,1,2,,,,,,,1,,,4,,1,,,,1,,,,,,,1,1,,,,,,,,,,2,,17,,,2,1,4,,1,,,,107,34,17,47,,4,2,,1,,1,,,,,,2,9,,308
77471,,,,,,,,,,,2,,,,,,,,,,,1,,4,,,,,,,1,,,,1,1,,,,,1,,1,1,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,14,7,1,8,,,,,,,,,1,,,,,,,52
77474,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,1,,15
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
77477,1,,,,,,1,,,1,1,1,,2,,,,,1,,,2,1,5,1,,,,1,,,,,,1,1,,,,,3,,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,3,,12,,,,,1,,1,,,,41,15,4,24,,,2,,1,,1,,,,,,1,,,134
77478,,1,,2,1,,,,,,2,,3,1,3,,,3,,1,,3,1,8,5,,2,,,1,1,,,,2,2,,,1,,3,,,,,,,,,1,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,10,,,4,1,3,,,,,,72,39,23,38,,,8,,,,,,,,,,,,,249
77479,1,1,,16,1,4,3,,1,6,5,1,3,8,12,,2,12,,,,8,2,27,24,,,,,,5,1,,1,8,11,,,,,14,,2,,,,,,,2,15,,,3,,,1,,1,3,1,,,2,,5,2,,1,,,2,2,,2,,32,2,,8,6,21,1,,,,,501,204,127,266,,4,10,,5,1,12,,1,,,4,2,11,,1439
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,6
77481,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
77484,,,,,,,,,,,,,1,,,,,1,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,4,,,3,,,,,,,,,,,,,16
77485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,9
77487,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77488,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,1,,,,,,,,,,,,,12
77489,1,,,,,,,,,1,1,,,1,1,,,,,,,,,3,,,,,1,1,,,,,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,11,3,1,2,,,1,,2,,1,,,,,,,,,41
77493,1,,,9,,2,1,,,1,4,,3,4,1,,,5,,1,1,9,,7,7,,,,,,3,,,,5,6,,,,,2,,,,,,,1,,1,5,,,1,,,,,,2,,,,,1,,,,,,,,,,1,,11,2,,,2,,,,,,,81,19,14,51,,2,8,,4,1,3,,1,1,,,2,5,,291
77494,1,1,1,12,1,1,3,,,8,17,1,4,7,4,,3,17,,1,1,17,1,22,26,,,,2,1,5,1,,,4,9,,,,,11,,1,,,,,1,,3,19,,,2,3,,1,,,8,,,,1,,2,,,2,,,,3,,1,,22,3,,13,5,9,1,1,,,,365,101,67,212,,3,8,,5,,11,,3,,,2,4,12,,1076
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,1,1,,,,,2,4,2,2,,3,,,4,2,,,4,1,6,5,,,,,,2,,,,1,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,3,,4,,,,,,102,37,13,57,,3,5,,5,,2,,,,,,,,,298
77502,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,5,2,,,,1,1,,,,,,,,,,,,,17
77503,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,15
77504,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,5,4,,2,,,3,,,,,,,,,,,1,,27
77505,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,,,,,,7,5,2,5,,9,1,,,,,,,,,,,,,42
77506,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,8
77507,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
77510,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,2,,,1,,1,,,,,,,,,,,17
77511,,,,,,,,,,2,1,,1,,,,,,,,,3,1,6,3,,,,1,,2,,,,,1,,,,,1,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,14,7,1,3,,,4,,,,,,,,,,,,,58
77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
77515,,,,,,,,,,1,,1,,,,,,,,,,,,4,1,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,4,2,1,,,,,,,,,,,,,,1,,31
77517,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,1,,,1,,,,,,,,,,,,,,13
77518,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,12
77519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77520,,,,,,,,,,,,,1,,,,,1,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,,1,1,,,1,,1,,,,,,,,,,,21
77521,,,,1,,,,,,3,,,,1,,,,1,,,,1,,7,2,,,,,,,,,,2,,,,,,1,,2,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,1,,,,,,20,6,5,8,,,1,,,,,,,,,,,,,70
77522,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77523,,,,,,,,,,,,,,1,1,,,,,,,2,,2,2,,,,,,2,,,,1,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,2,,,,,,,,,,,29,6,2,8,,,,,,,,,,,,2,,,,69
77528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77530,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7,4,,2,,,,,,,,,,,,,,,,18
77531,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,5,1,,,,1,,,,,,,,,,,,,,15
77532,,,,,,,,,,1,,,1,2,,,,,,,,,,3,4,,,,,,1,,,,3,,,,,,,,,,,,,,,,5,,,2,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,16,2,1,6,,,,,,,,,,,,,,,,51
77534,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,7
77535,,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,9,3,2,2,,,,,,,,,,,,,,,,32
77536,,,,,,,,,,1,,,,2,,,,,,,,,,3,4,,,,,,2,,,,2,,,1,,,1,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,14,1,2,4,,,1,,,,2,,,,,,,,,50
77539,,,,,,,,,,,,,2,2,,,,2,,1,,3,,4,2,,,,,,2,,,,3,2,,2,,,2,,,,,,,1,,,2,,,,,,,1,,,,,,,1,,,,,,,,,,,,2,,,,,,,2,,,,23,10,2,9,1,,1,,1,,2,,,,,,,,,85
77541,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,16
77545,,,,,,,,,,,,,,1,2,,,,,,,,,4,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,2,,1,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,20,5,1,1,,,,,,,,,1,,,,,,,46
77546,1,,,3,,1,1,,,1,1,,1,1,,,,4,,2,,6,1,17,3,,,,,,4,,,,9,6,,,,,3,,,,1,,,,,1,9,,,2,,,1,1,,2,,,,,1,1,1,,1,,,,,1,1,,7,1,,1,2,6,,,,,,101,43,19,38,,,8,,4,1,2,,,,,1,2,,,324
77547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,3
77548,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77550,1,,,,,,,,,,,,1,3,,,,3,,,,1,,5,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,7,3,1,2,,,1,,,,,,,1,,,,,,35
77551,,,,1,,,,,,1,,,,,,,1,2,,,,1,1,2,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,7,,2,4,,,1,,,,,,,,,,1,,,35
77554,,,,1,,,,,,,,,,1,,,,1,,,,,,1,2,,,,,,,,,,,1,,,1,,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,12,10,6,9,,,,,,,2,,,,,1,,,,56
77555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77562,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,1,,,,,,,,,,,9
77563,,,,,,,,,,,,,1,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,,1,,,,,,,,,,,,,,,,15
77565,,,,1,,,,,,,1,,1,3,,,,,,,,2,,4,,,,,,,1,,,,2,1,,1,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,12,8,3,5,,1,,,1,,,,,,,,,,,55
77566,,,,,,1,,,,,1,,,,,,,1,,,,1,,5,3,,,,1,,1,,,,1,3,,,,,4,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,15,8,,5,,,1,,1,,1,,,,,,,,,58
77568,,,,,,,,,,,,,,1,,,,,,,,,,4,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,13,3,,4,,,,,,,,,,,,,,3,,33
77571,,,,,,,,,,,,,,1,1,,,,,,,2,,5,1,,,,,,2,,,,,1,,,,1,2,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,4,,,,,,,1,,,,12,,1,6,,,1,,,,,,,,,,,,,45
77573,,1,,4,,1,,,,2,5,,3,4,1,,,7,,,,13,,19,10,,,,,,5,,,,10,4,,,,,4,,3,,,,,,,,11,,1,7,1,,,2,,4,,,,,1,1,1,,3,,,1,1,,2,,7,,,3,1,5,,1,,,,111,44,23,57,,1,9,,8,1,7,,,,,1,,1,,412
77575,,,,,,,,,,,,,1,,,,,,,,,,,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,9
77577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77578,1,,,6,,1,,,,3,2,,,1,2,,,3,2,,,4,,6,2,,,,,,1,,,,5,5,,,,,3,,,,,2,,,,2,1,,,,,,,1,,1,1,,,,,1,,,1,,,1,,,,,5,,,,,1,,,,,,55,21,11,35,,,6,,,,,,1,,,1,,3,,197
77580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77581,,,,4,,,,,,,2,,1,4,2,,,7,1,,,3,,7,6,,,,,,1,,,,7,1,,,,,1,,,1,1,,,1,,1,3,,,,,1,,,,1,,,,,,,,,,,,,1,,1,,14,1,,2,,1,,,,,,67,24,15,27,,,,,4,1,2,,,,,1,1,,,218
77583,,,,,,2,1,,,2,4,,,1,,,,2,1,,1,9,,6,,,,,,,2,,,,4,3,,,,,1,,,,,,,,,,4,,,1,,,,,,,1,,,,,,,,,,,,1,,,,6,,,2,3,,,1,,,,52,11,7,24,,,4,,1,,1,,,,,,,,,158
77584,,,,5,,2,,,,6,6,3,1,4,5,,,6,,1,,19,1,20,10,,,,1,,3,1,,,8,3,,,,,10,,1,,1,,,1,,2,6,,,,,,2,,,2,,,,1,1,,,1,,,,,,,3,,24,2,,4,4,4,,1,,,,206,58,49,81,,2,6,,5,,6,1,,1,,2,1,8,,601
77586,,,,3,1,1,,,,,2,,1,1,1,,,1,,,,7,,15,1,,,,,,2,1,,,5,4,,,1,,2,,1,,1,,,,,2,5,,1,,1,,1,,,1,,,,,,,,,,,,1,1,,,,9,,,1,,,,,,,,29,20,3,17,,,3,,,2,3,,,,,,1,1,,153
77587,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,8
77590,,,,,,,,,,1,1,,,,,,,,,,,2,,2,3,,,,,,1,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,2,,3,,1,1,,,,1,,,,,,,,,27
77591,,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,20
77597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77598,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,1,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,16,6,1,3,1,1,,,1,,,,,,,,,1,,46
77611,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,1,,,,,,,,,7
77612,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77613,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77619,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,3,,,1,,,,,,,,,,,1,,18
77622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77625,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,,,,7
77627,,,,,,,,,,,1,,1,,,,,2,,,,,,2,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,1,2,2,,1,,,,,,,,,,,,,,25
77630,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,1,2,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,2,,,,,,,,,,,,,,,,21
77632,,,,,,,,,,2,,,,,,,,1,,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,20
77640,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,7
77642,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,,,14
77650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3
77651,,,,,,,,,,,,,,,,,1,1,,,,,,3,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,1,,,,,,,,1,,,20
77655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77656,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,10
77657,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,1,1,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,4,2,1,,,2,,,,2,,,,,,,,,32
77659,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
77660,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77662,,,,,,,,,,,,1,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,3,,,,1,,,,,,,,,,,,,,13
